0	1	4
1	22	4
2	52	4
3	84	1
4	106	1
5	131	1
6	133	1
7	166	4
8	174	1
9	178	1
10	179	1
11	205	4
12	221	1
13	232	4
14	240	4
15	241	4
16	266	4
17	281	1
18	292	1
19	296	4
20	308	1
21	318	1
22	407	1
23	409	1
24	424	1
25	427	4
26	444	1
27	445	1
28	451	1
29	483	1
30	497	4
31	529	4
32	536	1
33	550	1
34	552	1
35	604	4
36	633	1
37	656	4
38	678	1
39	680	1
40	713	4
41	725	4
42	734	1
43	758	1
44	759	4
45	772	1
46	781	1
47	782	1
48	792	4
49	825	1
50	848	1
51	852	1
52	875	1
53	879	4
54	893	4
55	912	1
56	916	1
57	919	4
58	937	4
59	950	4
60	963	1
61	2	1
62	4	1
63	6	4
64	92	1
65	94	4
66	108	4
67	119	1
68	160	1
69	188	4
70	195	4
71	197	1
72	248	1
73	269	4
74	324	1
75	352	4
76	361	4
77	367	1
78	373	4
79	381	1
80	389	4
81	404	1
82	414	4
83	417	4
84	428	1
85	439	1
86	446	4
87	447	1
88	452	4
89	453	4
90	456	4
91	462	1
92	487	3
93	555	4
94	575	4
95	592	1
96	601	1
97	619	4
98	626	1
99	643	4
100	648	4
101	661	1
102	667	4
103	745	3
104	748	4
105	790	1
106	829	4
107	841	1
108	851	4
109	868	4
110	881	4
111	884	1
112	906	4
113	917	4
114	923	1
115	978	4
116	981	1
117	990	5
118	997	1
119	3	4
120	13	1
121	32	1
122	64	1
123	80	1
124	81	1
125	86	1
126	93	1
127	101	1
128	122	1
129	151	1
130	154	1
131	158	1
132	187	1
133	224	1
134	226	1
135	246	1
136	271	1
137	279	1
138	295	1
139	322	1
140	325	1
141	335	1
142	350	1
143	403	1
144	408	1
145	425	1
146	443	1
147	481	1
148	541	1
149	578	1
150	599	1
151	634	1
152	652	1
153	653	4
154	657	1
155	666	1
156	682	1
157	697	4
158	716	1
159	742	1
160	754	1
161	756	4
162	768	1
163	778	4
164	804	4
165	839	4
166	858	4
167	864	4
168	869	1
169	885	1
170	900	3
171	907	1
172	924	1
173	931	4
174	934	1
175	938	4
176	952	4
177	991	4
178	17	4
179	68	4
180	90	4
181	91	4
182	120	4
183	134	4
184	294	4
185	329	4
186	331	4
187	388	4
188	510	4
189	556	4
190	600	4
191	611	4
192	627	4
193	668	4
194	695	1
195	755	4
196	769	4
197	800	4
198	941	4
199	982	4
200	5	4
201	26	4
202	27	4
203	35	1
204	42	1
205	65	1
206	126	4
207	146	1
208	157	1
209	159	4
210	171	1
211	186	1
212	206	1
213	229	4
214	243	1
215	262	4
216	265	1
217	275	1
218	287	1
219	290	1
220	307	1
221	313	1
222	319	1
223	332	4
224	342	1
225	358	1
226	477	1
227	486	4
228	533	1
229	559	1
230	596	1
231	617	1
232	679	1
233	687	1
234	689	1
235	770	1
236	777	1
237	794	1
238	806	1
239	824	1
240	831	1
241	844	1
242	859	1
243	867	1
244	903	1
245	926	1
246	930	1
247	967	4
248	986	4
249	998	1
250	85	2
251	263	2
252	272	1
253	297	1
254	312	2
255	337	4
256	338	1
257	371	4
258	449	1
259	463	2
260	490	4
261	501	1
262	516	1
263	525	2
264	630	4
265	651	4
266	677	4
267	704	2
268	709	1
269	718	4
270	816	4
271	932	1
272	935	4
273	7	4
274	78	4
275	110	2
276	136	1
277	165	4
278	180	2
279	235	4
280	249	3
281	303	4
282	415	4
283	513	1
284	540	1
285	551	4
286	567	1
287	616	1
288	618	4
289	635	4
290	691	2
291	702	4
292	760	4
293	773	4
294	891	4
295	911	4
296	8	4
297	30	4
298	137	1
299	149	1
300	156	1
301	173	1
302	198	1
303	199	4
304	217	1
305	238	1
306	344	1
307	366	1
308	377	1
309	436	1
310	466	4
311	478	1
312	528	1
313	530	4
314	549	4
315	553	1
316	606	4
317	608	1
318	632	4
319	708	4
320	749	1
321	779	1
322	821	4
323	894	4
324	943	4
325	956	4
326	958	1
327	9	1
328	60	4
329	72	3
330	125	3
331	164	3
332	167	4
333	172	4
334	207	3
335	209	1
336	212	3
337	218	1
338	247	1
339	261	1
340	267	1
341	298	4
342	327	4
343	355	1
344	374	4
345	398	4
346	412	4
347	419	4
348	435	3
349	438	4
350	459	3
351	465	4
352	475	1
353	539	4
354	560	1
355	570	1
356	623	3
357	647	4
358	669	1
359	672	3
360	690	1
361	710	3
362	720	1
363	722	1
364	735	4
365	750	4
366	753	1
367	757	4
368	765	4
369	811	3
370	812	1
371	819	3
372	826	1
373	882	4
374	886	4
375	904	4
376	939	4
377	988	1
378	999	4
379	1000	4
380	10	3
381	36	1
382	53	1
383	61	4
384	82	3
385	95	1
386	107	1
387	112	1
388	139	1
389	170	4
390	254	1
391	302	1
392	359	1
393	390	1
394	433	4
395	434	1
396	467	1
397	470	1
398	491	1
399	507	4
400	515	1
401	542	1
402	547	1
403	554	1
404	564	1
405	591	1
406	615	1
407	631	1
408	638	1
409	646	1
410	701	1
411	739	1
412	746	4
413	793	1
414	810	1
415	837	1
416	853	4
417	855	1
418	861	1
419	962	1
420	11	1
421	20	1
422	28	1
423	44	1
424	62	4
425	74	4
426	96	1
427	192	4
428	194	4
429	211	4
430	230	4
431	231	4
432	255	4
433	256	4
434	258	4
435	260	4
436	274	4
437	286	4
438	291	1
439	293	4
440	310	4
441	351	4
442	353	4
443	360	4
444	383	4
445	384	1
446	393	4
447	429	4
448	468	4
449	511	4
450	519	4
451	521	4
452	526	4
453	544	1
454	548	4
455	595	4
456	602	4
457	732	5
458	771	1
459	803	4
460	818	4
461	827	4
462	833	4
463	838	1
464	874	4
465	896	4
466	899	1
467	908	1
468	960	1
469	987	4
470	996	4
471	12	4
472	21	1
473	34	4
474	39	1
475	45	1
476	46	1
477	56	1
478	113	1
479	124	1
480	168	1
481	177	1
482	189	1
483	196	1
484	223	1
485	333	1
486	346	1
487	347	1
488	357	1
489	376	4
490	378	1
491	426	4
492	440	4
493	460	1
494	471	1
495	494	1
496	537	1
497	579	1
498	580	1
499	587	4
500	588	1
501	610	1
502	621	1
503	642	1
504	675	1
505	696	1
506	699	1
507	705	1
508	717	4
509	723	1
510	787	1
511	791	1
512	798	4
513	834	1
514	847	1
515	849	1
516	862	4
517	870	1
518	922	1
519	936	1
520	948	1
521	949	1
522	959	1
523	970	1
524	974	1
525	989	1
526	47	4
527	98	4
528	100	3
529	111	3
530	143	3
531	214	4
532	257	4
533	314	4
534	326	4
535	348	4
536	356	4
537	375	4
538	380	4
539	385	4
540	392	4
541	430	4
542	514	4
543	523	4
544	639	4
545	674	4
546	727	5
547	776	4
548	830	4
549	836	4
550	863	4
551	993	4
552	14	1
553	29	4
554	33	4
555	70	4
556	89	3
557	114	4
558	184	4
559	203	4
560	219	1
561	252	4
562	299	4
563	328	4
564	341	4
565	343	5
566	365	4
567	395	1
568	406	4
569	422	4
570	458	4
571	464	4
572	472	4
573	485	1
574	488	4
575	495	1
576	499	4
577	502	4
578	512	1
579	520	4
580	573	4
581	586	4
582	590	4
583	649	4
584	684	4
585	785	4
586	786	4
587	789	1
588	840	4
589	992	1
590	995	4
591	15	1
592	23	4
593	104	1
594	118	1
595	132	4
596	148	1
597	175	1
598	216	4
599	244	4
600	245	4
601	301	4
602	311	1
603	420	4
604	461	4
605	500	1
606	543	4
607	545	1
608	645	1
609	655	4
610	685	1
611	719	4
612	721	4
613	733	4
614	761	1
615	843	1
616	854	3
617	857	1
618	889	1
619	897	1
620	915	4
621	972	4
622	16	4
623	19	1
624	41	1
625	87	1
626	129	1
627	185	1
628	204	4
629	282	1
630	370	1
631	401	1
632	503	1
633	517	1
634	607	4
635	628	4
636	671	4
637	688	1
638	728	1
639	736	1
640	743	1
641	747	4
642	807	4
643	850	1
644	860	1
645	872	1
646	876	1
647	878	1
648	944	1
649	983	1
650	994	1
651	66	2
652	77	4
653	79	1
654	624	4
655	775	4
656	808	3
657	877	1
658	973	4
659	18	1
660	37	4
661	105	1
662	109	4
663	128	4
664	183	4
665	202	4
666	215	4
667	264	4
668	280	4
669	315	4
670	363	4
671	411	4
672	469	1
673	524	4
674	546	1
675	558	4
676	589	1
677	594	4
678	609	1
679	614	4
680	640	4
681	654	4
682	670	1
683	693	4
684	694	4
685	729	1
686	784	1
687	828	4
688	888	4
689	43	4
690	88	1
691	123	4
692	135	4
693	190	4
694	191	4
695	316	4
696	369	4
697	534	4
698	665	4
699	914	4
700	928	4
701	49	3
702	127	4
703	225	4
704	227	4
705	493	4
706	712	4
707	58	4
708	102	1
709	152	4
710	201	5
711	288	4
712	306	1
713	354	1
714	400	4
715	442	4
716	457	4
717	527	4
718	563	4
719	568	4
720	574	1
721	584	4
722	593	4
723	603	1
724	658	4
725	662	4
726	663	4
727	664	1
728	788	5
729	802	1
730	822	1
731	73	1
732	97	1
733	117	1
734	142	4
735	169	1
736	239	1
737	259	1
738	276	1
739	278	1
740	309	4
741	320	1
742	339	1
743	421	1
744	474	1
745	518	4
746	583	1
747	612	1
748	620	4
749	681	1
750	683	1
751	751	1
752	766	1
753	780	1
754	799	1
755	845	1
756	846	1
757	856	1
758	883	1
759	921	4
760	929	4
761	946	1
762	964	1
763	975	1
764	980	4
765	103	4
766	145	1
767	155	1
768	285	4
769	476	1
770	504	1
771	508	4
772	629	1
773	809	4
774	835	1
775	890	4
776	920	1
777	24	1
778	40	1
779	54	1
780	210	1
781	228	3
782	250	4
783	277	1
784	321	1
785	349	1
786	479	1
787	598	1
788	650	4
789	724	4
790	740	1
791	763	1
792	774	4
793	795	1
794	796	4
795	813	1
796	815	4
797	898	1
798	901	1
799	933	1
800	945	1
801	957	4
802	25	4
803	69	1
804	115	4
805	236	4
806	397	1
807	410	1
808	473	1
809	562	1
810	576	4
811	625	4
812	910	1
813	965	1
814	976	1
815	67	4
816	181	4
817	208	1
818	237	4
819	305	1
820	340	1
821	561	4
822	686	1
823	762	4
824	823	1
825	873	1
826	902	4
827	951	1
828	636	4
829	731	4
830	871	4
831	969	4
832	979	4
833	150	4
834	334	1
