0	1	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	135.06277	129.41610	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	115.37310	0.03571	0.03571	0.03571	0.03571	119.79089	0.03571
1	22	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	136.28093	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	121.94164	0.03571	116.50957	124.91071	0.03571	0.03571	0.03571
2	52	0.03571	119.21410	132.32704	0.03571	0.03571	0.03571	109.94389	0.03571	0.03571	0.03571	0.03571	0.03571	138.15782	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
3	84	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	499.53571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
4	106	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	499.53571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
5	131	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	499.53571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
6	133	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	499.53571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
7	166	0.03571	0.03571	124.91071	0.03571	0.03571	0.03571	90.66447	0.03571	0.03571	0.03571	0.03571	0.03571	115.11939	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	168.94827	0.03571
8	174	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	499.53571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
9	178	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	499.53571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
10	179	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	499.53571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
11	205	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	127.68511	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	123.60820	120.41207	127.93748
12	221	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	499.53571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
13	232	0.03571	0.03571	0.03571	0.03571	115.55416	0.03571	0.03571	127.60608	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	122.44549	0.03571	0.03571	0.03571	134.03713	0.03571	0.03571
14	240	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	105.16488	0.03571	0.03571	0.03571	0.03571	0.03571	130.70552	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	124.91071	138.86174	0.03571	0.03571
15	241	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	124.91071	0.03571	0.03571	0.03571	123.45609	0.03571	0.03571	123.53601	127.74004	0.03571	0.03571	0.03571	0.03571	0.03571
16	266	0.03571	101.26462	0.03571	0.03571	0.03571	130.33885	122.05883	0.03571	0.03571	0.03571	0.03571	0.03571	145.98056	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
17	281	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	499.53571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
18	292	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	499.53571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
19	296	0.03571	118.27546	0.03571	0.03571	0.03571	0.03571	108.22932	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	131.03714	0.03571	0.03571	0.03571	142.10094	0.03571
20	308	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	499.53571	0.03571
21	318	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	499.53571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
22	407	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	499.53571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
23	409	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	499.53571	0.03571
24	424	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571	499.53571	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
